"Year","ID","Name","Median.Household.Income.","X90..Confidence.Interval"
2012,40000,"Oklahoma","44,336","43,883 to 44,789"
2011,12000,"Florida","44,250","43,850 to 44,650"
2010,29000,"Missouri","44,306","43,819 to 44,793"
2014,47000,"Tennessee","44,357","43,810 to 44,904"
2013,47000,"Tennessee","44,268","43,776 to 44,760"
2016,18163,"Vanderburgh County","46,750","43,762 to 49,738"
2013,45000,"South Carolina","44,310","43,669 to 44,951"
2016,5000,"Arkansas","44,406","43,530 to 45,282"
2011,37000,"North Carolina","44,028","43,522 to 44,534"
2013,22000,"Louisiana","44,234","43,412 to 45,056"
2013,35000,"New Mexico","44,026","43,134 to 44,918"
2010,37000,"North Carolina","43,417","43,053 to 43,781"
2017,28000,"Mississippi","43,595","42,773 to 44,417"
2010,40143,"Tulsa County","44,231","42,733 to 45,729"
2013,21000,"Kentucky","43,307","42,676 to 43,938"
2012,45000,"South Carolina","43,290","42,653 to 43,927"
2011,40000,"Oklahoma","43,232","42,647 to 43,817"
2016,26163,"Wayne County","43,570","42,413 to 44,727"
2010,16000,"Idaho","43,259","42,380 to 44,138"
2012,22000,"Louisiana","42,998","42,346 to 43,650"
2014,1000,"Alabama","42,917","42,335 to 43,499"
2013,1000,"Alabama","42,882","42,260 to 43,504"
2014,21000,"Kentucky","42,914","42,243 to 43,585"
2011,16000,"Idaho","43,345","42,213 to 44,477"
2012,47000,"Tennessee","42,743","42,182 to 43,304"
2012,35000,"New Mexico","42,828","41,985 to 43,671"
2011,45000,"South Carolina","42,477","41,933 to 43,021"
2010,22000,"Louisiana","42,510","41,852 to 43,168"
2010,45000,"South Carolina","42,117","41,702 to 42,532"
2010,40000,"Oklahoma","42,076","41,680 to 42,472"
2011,18163,"Vanderburgh County","43,570","41,630 to 45,510"
2015,5000,"Arkansas","42,046","41,574 to 42,518"
2010,35000,"New Mexico","42,186","41,505 to 42,867"
2011,35000,"New Mexico","42,097","41,340 to 42,854"
2012,21000,"Kentucky","41,717","41,304 to 42,130"
2011,22000,"Louisiana","41,804","41,290 to 42,318"
2011,47000,"Tennessee","41,691","41,276 to 42,106"
2016,28000,"Mississippi","41,793","41,247 to 42,339"
2012,1000,"Alabama","41,610","41,143 to 42,077"
2015,18163,"Vanderburgh County","43,823","41,129 to 46,517"
2016,20209,"Wyandotte County","43,396","41,125 to 45,667"
2010,47000,"Tennessee","41,461","41,068 to 41,854"
2015,26163,"Wayne County","41,585","40,967 to 42,203"
2011,1000,"Alabama","41,427","40,894 to 41,960"
2014,26163,"Wayne County","41,434","40,770 to 42,098"
2014,5000,"Arkansas","41,335","40,702 to 41,968"
2014,18163,"Vanderburgh County","42,622","40,688 to 44,556"
2011,21000,"Kentucky","41,141","40,687 to 41,595"
2015,20209,"Wyandotte County","41,746","40,305 to 43,187"
2012,18163,"Vanderburgh County","41,784","40,111 to 43,457"
2015,28000,"Mississippi","40,630","40,095 to 41,165"
2010,1000,"Alabama","40,538","40,081 to 40,995"
2013,5000,"Arkansas","40,605","39,921 to 41,289"
2013,26163,"Wayne County","40,485","39,776 to 41,194"
2013,18163,"Vanderburgh County","42,014","39,722 to 44,306"
2012,5000,"Arkansas","40,151","39,666 to 40,636"
2010,21000,"Kentucky","40,089","39,605 to 40,573"
2014,28000,"Mississippi","39,738","38,998 to 40,478"
2010,18163,"Vanderburgh County","41,024","38,852 to 43,196"
2010,26163,"Wayne County","39,421","38,580 to 40,262"
2012,26163,"Wayne County","39,461","38,536 to 40,386"
2011,5000,"Arkansas","38,889","38,167 to 39,611"
2010,5000,"Arkansas","38,413","37,806 to 39,020"
2011,26163,"Wayne County","38,479","37,750 to 39,208"
2013,28000,"Mississippi","38,191","37,229 to 39,153"
2012,28000,"Mississippi","37,179","36,612 to 37,746"
2013,20209,"Wyandotte County","38,728","36,541 to 40,915"
2011,20209,"Wyandotte County","38,016","36,458 to 39,574"
2011,28000,"Mississippi","36,963","36,399 to 37,527"
2010,28000,"Mississippi","36,992","36,390 to 37,594"
2012,20209,"Wyandotte County","37,780","35,904 to 39,656"
2014,20209,"Wyandotte County","37,087","35,495 to 38,679"
2010,20209,"Wyandotte County","37,805","35,494 to 40,116"
